Id;Monthly rent payment; number of all rooms in the house;persons younger than 12 years of age;years of schooling;=1 if predominant material on the outside wall is block or brick;=1 if predominant material on the floor is mosaic, ceramic, terrazo;=1 if the house has ceiling;=1 if floor are good;Number of children 0 to 19 in household;years of education of male head of household;average years of education for adults (18+);# persons per room;=1 if the household has notebook or desktop computer;# of mobile phones;escolari squared;edjefe squared;hogar_nin squared;overcrowding squared;dependency squared;meaned squared;Target
ID_695a29d5c;;6,00;0,00;15,00;1,00;1,00;1,00;0,00;0,00;no;9,00;13.333.334,00;0,00;5,00;225,00;0,00;0,00;17.777.778.999.999.900,00;0.0;81.0;4,00
ID_831bfa5c2;;6,00;0,00;2,00;1,00;1,00;1,00;0,00;0,00;no;9,00;13.333.334,00;0,00;5,00;4,00;0,00;0,00;17.777.778.999.999.900,00;0.0;81.0;4,00
ID_1653a0814;;6,00;0,00;13,00;1,00;1,00;1,00;0,00;0,00;no;9,00;13.333.334,00;0,00;5,00;169,00;0,00;0,00;17.777.778.999.999.900,00;0.0;81.0;4,00
ID_ad592906e;;6,00;0,00;6,00;1,00;1,00;1,00;0,00;0,00;no;9,00;13.333.334,00;0,00;5,00;36,00;0,00;0,00;17.777.778.999.999.900,00;0.0;81.0;4,00
ID_fb98d84da;;5,00;1,00;6,00;1,00;1,00;1,00;1,00;1,00;6,00;6,00;45.047,00;0,00;2,00;36,00;36,00;1,00;45.689,00;0.25;36.0;4,00
ID_a018a69eb;;5,00;1,00;6,00;1,00;1,00;1,00;1,00;1,00;6,00;6,00;45.047,00;0,00;2,00;36,00;36,00;1,00;45.689,00;0.25;36.0;4,00
ID_97051753e;;5,00;1,00;0,00;1,00;1,00;1,00;1,00;1,00;6,00;6,00;45.047,00;0,00;2,00;0,00;36,00;1,00;45.689,00;0.25;36.0;4,00
ID_d8ba76fe8;240000.0;5,00;2,00;11,00;1,00;1,00;1,00;1,00;3,00;11,00;11,00;45.048,00;0,00;2,00;121,00;121,00;9,00;45.809,00;45.689,00;121.0;4,00
ID_4be9d7086;240000.0;5,00;2,00;0,00;1,00;1,00;1,00;1,00;3,00;11,00;11,00;45.048,00;0,00;2,00;0,00;121,00;9,00;45.809,00;45.689,00;121.0;4,00
ID_624058c13;240000.0;5,00;2,00;5,00;1,00;1,00;1,00;1,00;3,00;11,00;11,00;45.048,00;0,00;2,00;25,00;121,00;9,00;45.809,00;45.689,00;121.0;4,00
ID_9b8ab41e0;240000.0;5,00;2,00;11,00;1,00;1,00;1,00;1,00;3,00;11,00;11,00;45.048,00;0,00;2,00;121,00;121,00;9,00;45.809,00;45.689,00;121.0;4,00
ID_a01699999;240000.0;5,00;2,00;0,00;1,00;1,00;1,00;1,00;3,00;11,00;11,00;45.048,00;0,00;2,00;0,00;121,00;9,00;45.809,00;45.689,00;121.0;4,00
ID_de13f0462;60000.0;5,00;0,00;10,00;0,00;0,00;0,00;1,00;2,00;11,00;9,50;2.0;0,00;4,00;100,00;121,00;4,00;4.0;1.0;90.25;4,00
ID_77a07cd1e;60000.0;5,00;0,00;11,00;0,00;0,00;0,00;1,00;2,00;11,00;9,50;2.0;0,00;4,00;121,00;121,00;4,00;4.0;1.0;90.25;4,00
ID_02e5746c8;60000.0;5,00;0,00;6,00;0,00;0,00;0,00;1,00;2,00;11,00;9,50;2.0;0,00;4,00;36,00;121,00;4,00;4.0;1.0;90.25;4,00
ID_d3803ba0d;60000.0;5,00;0,00;8,00;0,00;0,00;0,00;1,00;2,00;11,00;9,50;2.0;0,00;4,00;64,00;121,00;4,00;4.0;1.0;90.25;4,00
ID_dfaec6da1;;5,00;3,00;0,00;0,00;1,00;1,00;0,00;4,00;6,00;6,00;16.666.666,00;0,00;2,00;0,00;36,00;16,00;27.777.777,00;16.0;36.0;2,00
ID_05b53cc21;;5,00;3,00;6,00;0,00;1,00;1,00;0,00;4,00;6,00;6,00;16.666.666,00;0,00;2,00;36,00;36,00;16,00;27.777.777,00;16.0;36.0;2,00
ID_27ba312f3;;5,00;3,00;0,00;0,00;1,00;1,00;0,00;4,00;6,00;6,00;16.666.666,00;0,00;2,00;0,00;36,00;16,00;27.777.777,00;16.0;36.0;2,00
ID_8f8f641fe;;5,00;3,00;6,00;0,00;1,00;1,00;0,00;4,00;6,00;6,00;16.666.666,00;0,00;2,00;36,00;36,00;16,00;27.777.777,00;16.0;36.0;2,00
ID_9a0a53594;;5,00;3,00;0,00;0,00;1,00;1,00;0,00;4,00;6,00;6,00;16.666.666,00;0,00;2,00;0,00;36,00;16,00;27.777.777,00;16.0;36.0;2,00
ID_b779a9f96;;6,00;0,00;6,00;1,00;1,00;0,00;1,00;0,00;6,00;6,75;13.333.334,00;0,00;3,00;36,00;36,00;0,00;17.777.778.999.999.900,00;1.0;455.625,00;2,00
ID_037c60bcc;;6,00;0,00;9,00;1,00;1,00;0,00;1,00;0,00;6,00;6,75;13.333.334,00;0,00;3,00;81,00;36,00;0,00;17.777.778.999.999.900,00;1.0;455.625,00;2,00
ID_550f1ce7f;;6,00;0,00;6,00;1,00;1,00;0,00;1,00;0,00;6,00;6,75;13.333.334,00;0,00;3,00;36,00;36,00;0,00;17.777.778.999.999.900,00;1.0;455.625,00;2,00
ID_ce6ef74eb;;6,00;0,00;6,00;1,00;1,00;0,00;1,00;0,00;6,00;6,75;13.333.334,00;0,00;3,00;36,00;36,00;0,00;17.777.778.999.999.900,00;1.0;455.625,00;2,00
ID_90070322b;;4,00;0,00;14,00;0,00;1,00;1,00;1,00;0,00;no;10,50;1.0;0,00;1,00;196,00;0,00;0,00;1.0;1.0;110.25;4,00
ID_f3a662934;;4,00;0,00;7,00;0,00;1,00;1,00;1,00;0,00;no;10,50;1.0;0,00;1,00;49,00;0,00;0,00;1.0;1.0;110.25;4,00
ID_f846db38d;190000.0;3,00;0,00;15,00;0,00;1,00;1,00;1,00;0,00;no;15,00;1.0;0,00;1,00;225,00;0,00;0,00;1.0;0.0;225.0;4,00
ID_e04ed4ffd;;5,00;0,00;9,00;1,00;1,00;1,00;1,00;0,00;no;9,00;0.5;0,00;1,00;81,00;0,00;0,00;0.25;0.0;81.0;4,00
ID_6a5578118;;5,00;0,00;14,00;0,00;1,00;1,00;1,00;0,00;7,00;10,50;2.0;0,00;4,00;196,00;49,00;0,00;4.0;0.0;110.25;4,00
ID_f7f4eac3f;;5,00;0,00;7,00;0,00;1,00;1,00;1,00;0,00;7,00;10,50;2.0;0,00;4,00;49,00;49,00;0,00;4.0;0.0;110.25;4,00
ID_43044e432;;5,00;0,00;6,00;0,00;1,00;1,00;1,00;0,00;7,00;10,50;2.0;0,00;4,00;36,00;49,00;0,00;4.0;0.0;110.25;4,00
ID_b5b8af8f0;;5,00;0,00;15,00;0,00;1,00;1,00;1,00;0,00;7,00;10,50;2.0;0,00;4,00;225,00;49,00;0,00;4.0;0.0;110.25;4,00
ID_4927565ae;;6,00;0,00;9,00;0,00;0,00;1,00;1,00;0,00;6,00;8,50;1.0;0,00;3,00;81,00;36,00;0,00;1.0;0.0;72.25;4,00
ID_84c120e27;;6,00;0,00;6,00;0,00;0,00;1,00;1,00;0,00;6,00;8,50;1.0;0,00;3,00;36,00;36,00;0,00;1.0;0.0;72.25;4,00
ID_f88f04e04;;6,00;0,00;6,00;0,00;0,00;1,00;1,00;0,00;6,00;8,50;1.0;0,00;3,00;36,00;36,00;0,00;1.0;0.0;72.25;4,00
ID_4c2cdca45;;6,00;0,00;13,00;0,00;0,00;1,00;1,00;0,00;6,00;8,50;1.0;0,00;3,00;169,00;36,00;0,00;1.0;0.0;72.25;4,00
ID_5599bc66c;132000.0;5,00;2,00;7,00;1,00;1,00;1,00;1,00;2,00;6,00;6,50;13.333.334,00;0,00;2,00;49,00;36,00;4,00;17.777.778.999.999.900,00;1.0;42.25;4,00
ID_437c3cd20;132000.0;5,00;2,00;1,00;1,00;1,00;1,00;1,00;2,00;6,00;6,50;13.333.334,00;0,00;2,00;1,00;36,00;4,00;17.777.778.999.999.900,00;1.0;42.25;4,00
ID_0e5607f83;132000.0;5,00;2,00;6,00;1,00;1,00;1,00;1,00;2,00;6,00;6,50;13.333.334,00;0,00;2,00;36,00;36,00;4,00;17.777.778.999.999.900,00;1.0;42.25;4,00
ID_bc118f90c;132000.0;5,00;2,00;4,00;1,00;1,00;1,00;1,00;2,00;6,00;6,50;13.333.334,00;0,00;2,00;16,00;36,00;4,00;17.777.778.999.999.900,00;1.0;42.25;4,00
ID_d7984b8ae;;6,00;0,00;6,00;1,00;1,00;1,00;1,00;0,00;no;8,50;0.66666669;0,00;3,00;36,00;0,00;0,00;0.44444448;0.0;72.25;4,00
ID_4f1956ee7;;6,00;0,00;11,00;1,00;1,00;1,00;1,00;0,00;no;8,50;0.66666669;0,00;3,00;121,00;0,00;0,00;0.44444448;0.0;72.25;4,00
ID_b3cae0c8f;93000.0;3,00;0,00;12,00;1,00;1,00;1,00;1,00;0,00;8,00;10,00;2.0;0,00;2,00;144,00;64,00;0,00;4.0;0.0;100.0;4,00
ID_35ab6a10d;93000.0;3,00;0,00;8,00;1,00;1,00;1,00;1,00;0,00;8,00;10,00;2.0;0,00;2,00;64,00;64,00;0,00;4.0;0.0;100.0;4,00
ID_d480084e1;;5,00;1,00;3,00;1,00;1,00;0,00;1,00;1,00;7,00;8,33;13.333.334,00;0,00;4,00;9,00;49,00;1,00;17.777.778.999.999.900,00;0.11111112;69.444.443,00;3,00
ID_c60fd0179;;5,00;1,00;7,00;1,00;1,00;0,00;1,00;1,00;7,00;8,33;13.333.334,00;0,00;4,00;49,00;49,00;1,00;17.777.778.999.999.900,00;0.11111112;69.444.443,00;3,00
ID_29308c104;;5,00;1,00;6,00;1,00;1,00;0,00;1,00;1,00;7,00;8,33;13.333.334,00;0,00;4,00;36,00;49,00;1,00;17.777.778.999.999.900,00;0.11111112;69.444.443,00;3,00
ID_fd8a3863a;;5,00;1,00;12,00;1,00;1,00;0,00;1,00;1,00;7,00;8,33;13.333.334,00;0,00;4,00;144,00;49,00;1,00;17.777.778.999.999.900,00;0.11111112;69.444.443,00;3,00
ID_39d97d155;;6,00;0,00;12,00;1,00;1,00;1,00;0,00;0,00;6,00;9,00;0.66666669;0,00;1,00;144,00;36,00;0,00;0.44444448;0.0;81.0;1,00
ID_659a4db79;;6,00;0,00;6,00;1,00;1,00;1,00;0,00;0,00;6,00;9,00;0.66666669;0,00;1,00;36,00;36,00;0,00;0.44444448;0.0;81.0;1,00
ID_5f4ad6b7e;55000.0;2,00;1,00;6,00;0,00;0,00;0,00;0,00;2,00;no;4,33;5.0;0,00;4,00;36,00;0,00;4,00;25.0;0.44444448;18.777.779,00;3,00
ID_7f4b005c5;55000.0;2,00;1,00;0,00;0,00;0,00;0,00;0,00;2,00;no;4,33;5.0;0,00;4,00;0,00;0,00;4,00;25.0;0.44444448;18.777.779,00;3,00
ID_bc189b2b8;55000.0;2,00;1,00;5,00;0,00;0,00;0,00;0,00;2,00;no;4,33;5.0;0,00;4,00;25,00;0,00;4,00;25.0;0.44444448;18.777.779,00;3,00
ID_d5aaf5631;55000.0;2,00;1,00;6,00;0,00;0,00;0,00;0,00;2,00;no;4,33;5.0;0,00;4,00;36,00;0,00;4,00;25.0;0.44444448;18.777.779,00;3,00
ID_7cdd89568;55000.0;2,00;1,00;1,00;0,00;0,00;0,00;0,00;2,00;no;4,33;5.0;0,00;4,00;1,00;0,00;4,00;25.0;0.44444448;18.777.779,00;3,00
ID_4d6a67ba2;;5,00;0,00;11,00;1,00;1,00;1,00;1,00;2,00;no;22,00;1.0;0,00;3,00;121,00;0,00;4,00;1.0;4.0;484.0;3,00
ID_32983eb91;;5,00;0,00;4,00;1,00;1,00;1,00;1,00;2,00;no;22,00;1.0;0,00;3,00;16,00;0,00;4,00;1.0;4.0;484.0;3,00
ID_7921733ce;;5,00;0,00;11,00;1,00;1,00;1,00;1,00;2,00;no;22,00;1.0;0,00;3,00;121,00;0,00;4,00;1.0;4.0;484.0;3,00
ID_de0a8ff6f;;5,00;0,00;8,00;1,00;0,00;1,00;0,00;0,00;no;8,33;1.0;0,00;2,00;64,00;0,00;0,00;1.0;0.0;69.444.443,00;3,00
ID_23b207c29;;5,00;0,00;6,00;1,00;0,00;1,00;0,00;0,00;no;8,33;1.0;0,00;2,00;36,00;0,00;0,00;1.0;0.0;69.444.443,00;3,00
ID_f9cd9736a;;5,00;0,00;11,00;1,00;0,00;1,00;0,00;0,00;no;8,33;1.0;0,00;2,00;121,00;0,00;0,00;1.0;0.0;69.444.443,00;3,00
ID_9e5c8d012;;5,00;0,00;4,00;1,00;1,00;1,00;1,00;0,00;no;4,00;0.66666669;0,00;1,00;16,00;0,00;0,00;0.44444448;64.0;16.0;4,00
ID_75a1eb2a0;800000.0;5,00;2,00;16,00;1,00;1,00;1,00;1,00;2,00;21,00;18,50;2.0;0,00;2,00;256,00;441,00;4,00;4.0;1.0;342.25;4,00
ID_cab36876a;800000.0;5,00;2,00;1,00;1,00;1,00;1,00;1,00;2,00;21,00;18,50;2.0;0,00;2,00;1,00;441,00;4,00;4.0;1.0;342.25;4,00
ID_81b73e995;800000.0;5,00;2,00;0,00;1,00;1,00;1,00;1,00;2,00;21,00;18,50;2.0;0,00;2,00;0,00;441,00;4,00;4.0;1.0;342.25;4,00
ID_dfbba6226;800000.0;5,00;2,00;21,00;1,00;1,00;1,00;1,00;2,00;21,00;18,50;2.0;0,00;2,00;441,00;441,00;4,00;4.0;1.0;342.25;4,00
ID_ad33ba68d;;5,00;2,00;2,00;1,00;1,00;1,00;1,00;2,00;11,00;11,00;13.333.334,00;0,00;3,00;4,00;121,00;4,00;17.777.778.999.999.900,00;1.0;121.0;4,00
ID_1203e8b59;;5,00;2,00;11,00;1,00;1,00;1,00;1,00;2,00;11,00;11,00;13.333.334,00;0,00;3,00;121,00;121,00;4,00;17.777.778.999.999.900,00;1.0;121.0;4,00
ID_66482c811;;5,00;2,00;0,00;1,00;1,00;1,00;1,00;2,00;11,00;11,00;13.333.334,00;0,00;3,00;0,00;121,00;4,00;17.777.778.999.999.900,00;1.0;121.0;4,00
ID_c88c1a043;;5,00;2,00;11,00;1,00;1,00;1,00;1,00;2,00;11,00;11,00;13.333.334,00;0,00;3,00;121,00;121,00;4,00;17.777.778.999.999.900,00;1.0;121.0;4,00
ID_8f8099bbb;456432.0;5,00;1,00;15,00;1,00;1,00;1,00;1,00;1,00;14,00;14,33;13.333.334,00;0,00;3,00;225,00;196,00;1,00;17.777.778.999.999.900,00;0.11111112;20.544.444,00;4,00
ID_77d8d18cd;456432.0;5,00;1,00;14,00;1,00;1,00;1,00;1,00;1,00;14,00;14,33;13.333.334,00;0,00;3,00;196,00;196,00;1,00;17.777.778.999.999.900,00;0.11111112;20.544.444,00;4,00
ID_97176dcc4;456432.0;5,00;1,00;0,00;1,00;1,00;1,00;1,00;1,00;14,00;14,33;13.333.334,00;0,00;3,00;0,00;196,00;1,00;17.777.778.999.999.900,00;0.11111112;20.544.444,00;4,00
ID_6e2bc0523;456432.0;5,00;1,00;14,00;1,00;1,00;1,00;1,00;1,00;14,00;14,33;13.333.334,00;0,00;3,00;196,00;196,00;1,00;17.777.778.999.999.900,00;0.11111112;20.544.444,00;4,00
ID_97208d5d3;;3,00;0,00;6,00;1,00;1,00;1,00;1,00;1,00;6,00;6,00;3.0;0,00;2,00;36,00;36,00;1,00;9.0;0.25;36.0;4,00
ID_0fe7bafe4;;3,00;0,00;6,00;1,00;1,00;1,00;1,00;1,00;6,00;6,00;3.0;0,00;2,00;36,00;36,00;1,00;9.0;0.25;36.0;4,00
ID_cb94e78e3;;3,00;0,00;6,00;1,00;1,00;1,00;1,00;1,00;6,00;6,00;3.0;0,00;2,00;36,00;36,00;1,00;9.0;0.25;36.0;4,00
ID_c6b9bcdd5;150000.0;5,00;2,00;9,00;1,00;1,00;1,00;1,00;2,00;no;6,78;36.666.667,00;0,00;8,00;81,00;0,00;4,00;13.444.445.000.000.000,00;0.0493827159999999;45.938.271,00;4,00
ID_09b567082;150000.0;5,00;2,00;4,00;1,00;1,00;1,00;1,00;2,00;no;6,78;36.666.667,00;0,00;8,00;16,00;0,00;4,00;13.444.445.000.000.000,00;0.0493827159999999;45.938.271,00;4,00
ID_252e4d256;150000.0;5,00;2,00;3,00;1,00;1,00;1,00;1,00;2,00;no;6,78;36.666.667,00;0,00;8,00;9,00;0,00;4,00;13.444.445.000.000.000,00;0.0493827159999999;45.938.271,00;4,00
ID_058449178;150000.0;5,00;2,00;0,00;1,00;1,00;1,00;1,00;2,00;no;6,78;36.666.667,00;0,00;8,00;0,00;0,00;4,00;13.444.445.000.000.000,00;0.0493827159999999;45.938.271,00;4,00
ID_42de52c3c;150000.0;5,00;2,00;0,00;1,00;1,00;1,00;1,00;2,00;no;6,78;36.666.667,00;0,00;8,00;0,00;0,00;4,00;13.444.445.000.000.000,00;0.0493827159999999;45.938.271,00;4,00
ID_20d8b7f0f;150000.0;5,00;2,00;6,00;1,00;1,00;1,00;1,00;2,00;no;6,78;36.666.667,00;0,00;8,00;36,00;0,00;4,00;13.444.445.000.000.000,00;0.0493827159999999;45.938.271,00;4,00
ID_2a1ede8ef;150000.0;5,00;2,00;9,00;1,00;1,00;1,00;1,00;2,00;no;6,78;36.666.667,00;0,00;8,00;81,00;0,00;4,00;13.444.445.000.000.000,00;0.0493827159999999;45.938.271,00;4,00
ID_be3dab817;150000.0;5,00;2,00;6,00;1,00;1,00;1,00;1,00;2,00;no;6,78;36.666.667,00;0,00;8,00;36,00;0,00;4,00;13.444.445.000.000.000,00;0.0493827159999999;45.938.271,00;4,00
ID_533c43013;150000.0;5,00;2,00;5,00;1,00;1,00;1,00;1,00;2,00;no;6,78;36.666.667,00;0,00;8,00;25,00;0,00;4,00;13.444.445.000.000.000,00;0.0493827159999999;45.938.271,00;4,00
ID_29455cd48;150000.0;5,00;2,00;11,00;1,00;1,00;1,00;1,00;2,00;no;6,78;36.666.667,00;0,00;8,00;121,00;0,00;4,00;13.444.445.000.000.000,00;0.0493827159999999;45.938.271,00;4,00
ID_8dce81896;150000.0;5,00;2,00;11,00;1,00;1,00;1,00;1,00;2,00;no;6,78;36.666.667,00;0,00;8,00;121,00;0,00;4,00;13.444.445.000.000.000,00;0.0493827159999999;45.938.271,00;4,00
ID_862fb1dce;;6,00;0,00;13,00;1,00;1,00;1,00;1,00;2,00;12,00;12,50;13.333.334,00;0,00;4,00;169,00;144,00;4,00;17.777.778.999.999.900,00;1.0;156.25;4,00
ID_7a272c598;;6,00;0,00;12,00;1,00;1,00;1,00;1,00;2,00;12,00;12,50;13.333.334,00;0,00;4,00;144,00;144,00;4,00;17.777.778.999.999.900,00;1.0;156.25;4,00
ID_5c7615960;;6,00;0,00;6,00;1,00;1,00;1,00;1,00;2,00;12,00;12,50;13.333.334,00;0,00;4,00;36,00;144,00;4,00;17.777.778.999.999.900,00;1.0;156.25;4,00
ID_9b80a5d5c;;6,00;0,00;9,00;1,00;1,00;1,00;1,00;2,00;12,00;12,50;13.333.334,00;0,00;4,00;81,00;144,00;4,00;17.777.778.999.999.900,00;1.0;156.25;4,00
ID_efe0c4a97;65000.0;3,00;2,00;6,00;0,00;0,00;0,00;0,00;2,00;6,00;7,50;2.0;0,00;2,00;36,00;36,00;4,00;4.0;1.0;56.25;2,00
ID_401f4bd1f;65000.0;3,00;2,00;9,00;0,00;0,00;0,00;0,00;2,00;6,00;7,50;2.0;0,00;2,00;81,00;36,00;4,00;4.0;1.0;56.25;2,00
ID_ad2dec745;65000.0;3,00;2,00;0,00;0,00;0,00;0,00;0,00;2,00;6,00;7,50;2.0;0,00;2,00;0,00;36,00;4,00;4.0;1.0;56.25;2,00
ID_e85fc4663;65000.0;3,00;2,00;2,00;0,00;0,00;0,00;0,00;2,00;6,00;7,50;2.0;0,00;2,00;4,00;36,00;4,00;4.0;1.0;56.25;2,00
ID_e57bad9cb;;4,00;0,00;6,00;0,00;1,00;0,00;1,00;0,00;no;5,33;45.047,00;0,00;2,00;36,00;0,00;0,00;45.689,00;0.25;28.444.446.999.999.900,00;4,00
ID_23b458e60;;4,00;0,00;4,00;0,00;1,00;0,00;1,00;0,00;no;5,33;45.047,00;0,00;2,00;16,00;0,00;0,00;45.689,00;0.25;28.444.446.999.999.900,00;4,00
ID_a4dc0ae2f;;4,00;0,00;6,00;0,00;1,00;0,00;1,00;0,00;no;5,33;45.047,00;0,00;2,00;36,00;0,00;0,00;45.689,00;0.25;28.444.446.999.999.900,00;4,00
ID_6565cdb6b;;9,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;9,00;10,50;1.0;0,00;8,00;121,00;81,00;0,00;1.0;0.0;110.25;4,00
ID_bdbe15dff;;9,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;9,00;10,50;1.0;0,00;8,00;36,00;81,00;0,00;1.0;0.0;110.25;4,00
ID_124147157;;9,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;9,00;10,50;1.0;0,00;8,00;225,00;81,00;0,00;1.0;0.0;110.25;4,00
ID_d9766b86d;;9,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;9,00;10,50;1.0;0,00;8,00;81,00;81,00;0,00;1.0;0.0;110.25;4,00
ID_de46615da;;9,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;9,00;10,50;1.0;0,00;8,00;81,00;81,00;0,00;1.0;0.0;110.25;4,00
ID_f7ee466a3;;9,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;9,00;10,50;1.0;0,00;8,00;169,00;81,00;0,00;1.0;0.0;110.25;4,00
ID_818582036;399378.0;6,00;0,00;14,00;1,00;1,00;1,00;1,00;0,00;14,00;14,50;1.0;1,00;2,00;196,00;196,00;0,00;1.0;0.0;210.25;4,00
ID_7b34045fe;399378.0;6,00;0,00;15,00;1,00;1,00;1,00;1,00;0,00;14,00;14,50;1.0;1,00;2,00;225,00;196,00;0,00;1.0;0.0;210.25;4,00
ID_d79548ae2;150000.0;3,00;1,00;0,00;0,00;1,00;0,00;1,00;1,00;11,00;12,00;2.0;0,00;3,00;0,00;121,00;1,00;4.0;0.11111112;144.0;4,00
ID_252acebc6;150000.0;3,00;1,00;11,00;0,00;1,00;0,00;1,00;1,00;11,00;12,00;2.0;0,00;3,00;121,00;121,00;1,00;4.0;0.11111112;144.0;4,00
ID_728725f32;150000.0;3,00;1,00;14,00;0,00;1,00;0,00;1,00;1,00;11,00;12,00;2.0;0,00;3,00;196,00;121,00;1,00;4.0;0.11111112;144.0;4,00
ID_a4ca5af9f;150000.0;3,00;1,00;11,00;0,00;1,00;0,00;1,00;1,00;11,00;12,00;2.0;0,00;3,00;121,00;121,00;1,00;4.0;0.11111112;144.0;4,00
ID_640554145;125000.0;5,00;2,00;6,00;1,00;0,00;0,00;0,00;2,00;9,00;7,50;2.0;0,00;2,00;36,00;81,00;4,00;4.0;1.0;56.25;2,00
ID_78c316c8d;125000.0;5,00;2,00;4,00;1,00;0,00;0,00;0,00;2,00;9,00;7,50;2.0;0,00;2,00;16,00;81,00;4,00;4.0;1.0;56.25;2,00
ID_abdc72ddc;125000.0;5,00;2,00;0,00;1,00;0,00;0,00;0,00;2,00;9,00;7,50;2.0;0,00;2,00;0,00;81,00;4,00;4.0;1.0;56.25;2,00
ID_55cff9be7;125000.0;5,00;2,00;9,00;1,00;0,00;0,00;0,00;2,00;9,00;7,50;2.0;0,00;2,00;81,00;81,00;4,00;4.0;1.0;56.25;2,00
ID_299064d93;;3,00;0,00;6,00;1,00;1,00;1,00;1,00;0,00;no;6,00;1.0;0,00;1,00;36,00;0,00;0,00;1.0;64.0;36.0;4,00
ID_dc58f7993;60000.0;5,00;0,00;10,00;1,00;1,00;1,00;1,00;0,00;10,00;10,00;0.33333334;1,00;3,00;100,00;100,00;0,00;0.11111112;0.0;100.0;4,00
ID_20fdcd395;;5,00;0,00;6,00;0,00;0,00;1,00;0,00;0,00;no;5,67;1.0;0,00;1,00;36,00;0,00;0,00;1.0;0.25;32.111.111,00;2,00
ID_79420bc97;;5,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;no;5,67;1.0;0,00;1,00;0,00;0,00;0,00;1.0;0.25;32.111.111,00;2,00
ID_9c2036d5d;;5,00;0,00;11,00;0,00;0,00;1,00;0,00;0,00;no;5,67;1.0;0,00;1,00;121,00;0,00;0,00;1.0;0.25;32.111.111,00;2,00
ID_cd4baf1ca;;7,00;0,00;6,00;1,00;1,00;1,00;1,00;0,00;7,00;6,50;0.40000001;0,00;2,00;36,00;49,00;0,00;0.16000001;64.0;42.25;4,00
ID_ab0208709;;7,00;0,00;7,00;1,00;1,00;1,00;1,00;0,00;7,00;6,50;0.40000001;0,00;2,00;49,00;49,00;0,00;0.16000001;64.0;42.25;4,00
ID_c79bc6436;;5,00;0,00;16,00;1,00;1,00;1,00;1,00;0,00;no;14,00;0.66666669;0,00;2,00;256,00;0,00;0,00;0.44444448;1.0;196.0;4,00
ID_21ca3702f;;5,00;0,00;12,00;1,00;1,00;1,00;1,00;0,00;no;14,00;0.66666669;0,00;2,00;144,00;0,00;0,00;0.44444448;1.0;196.0;4,00
ID_ee9c3ec73;;4,00;0,00;6,00;1,00;1,00;1,00;1,00;0,00;6,00;8,50;1.0;0,00;2,00;36,00;36,00;0,00;1.0;0.0;72.25;4,00
ID_8e027d9d7;;4,00;0,00;11,00;1,00;1,00;1,00;1,00;0,00;6,00;8,50;1.0;0,00;2,00;121,00;36,00;0,00;1.0;0.0;72.25;4,00
ID_9346d89ab;;4,00;0,00;6,00;1,00;0,00;1,00;0,00;0,00;6,00;6,00;0.5;0,00;1,00;36,00;36,00;0,00;0.25;0.0;36.0;4,00
ID_c5682796d;;5,00;0,00;6,00;1,00;1,00;1,00;1,00;0,00;6,00;6,00;0.33333334;0,00;1,00;36,00;36,00;0,00;0.11111112;64.0;36.0;3,00
ID_6d17d36c8;90000.0;3,00;2,00;12,00;0,00;0,00;0,00;0,00;3,00;no;9,33;3.0;0,00;3,00;144,00;0,00;9,00;9.0;1.0;8.711.110.699.999.990,00;4,00
ID_2e19724e8;90000.0;3,00;2,00;6,00;0,00;0,00;0,00;0,00;3,00;no;9,33;3.0;0,00;3,00;36,00;0,00;9,00;9.0;1.0;8.711.110.699.999.990,00;4,00
ID_6c2c4c2d7;90000.0;3,00;2,00;0,00;0,00;0,00;0,00;0,00;3,00;no;9,33;3.0;0,00;3,00;0,00;0,00;9,00;9.0;1.0;8.711.110.699.999.990,00;4,00
ID_e71530d31;90000.0;3,00;2,00;0,00;0,00;0,00;0,00;0,00;3,00;no;9,33;3.0;0,00;3,00;0,00;0,00;9,00;9.0;1.0;8.711.110.699.999.990,00;4,00
ID_cf4e3f076;90000.0;3,00;2,00;6,00;0,00;0,00;0,00;0,00;3,00;no;9,33;3.0;0,00;3,00;36,00;0,00;9,00;9.0;1.0;8.711.110.699.999.990,00;4,00
ID_e453a37ec;90000.0;3,00;2,00;10,00;0,00;0,00;0,00;0,00;3,00;no;9,33;3.0;0,00;3,00;100,00;0,00;9,00;9.0;1.0;8.711.110.699.999.990,00;4,00
ID_43dc4b8db;;3,00;0,00;6,00;1,00;1,00;1,00;0,00;0,00;no;6,00;1.0;0,00;2,00;36,00;0,00;0,00;1.0;64.0;36.0;4,00
ID_402fe798e;;4,00;0,00;6,00;1,00;1,00;1,00;1,00;0,00;6,00;4,00;1.0;0,00;2,00;36,00;36,00;0,00;1.0;1.0;16.0;4,00
ID_55494c745;;4,00;0,00;2,00;1,00;1,00;1,00;1,00;0,00;6,00;4,00;1.0;0,00;2,00;4,00;36,00;0,00;1.0;1.0;16.0;4,00
