Id,Monthly rent payment, number of all rooms in the house,persons younger than 12 years of age,years of schooling,=1 if predominant material on the outside wall is block or brick,"=1 if predominant material on the floor is mosaic, ceramic, terrazo",=1 if the house has ceiling,=1 if floor are good,Number of children 0 to 19 in household,years of education of male head of household,average years of education for adults (18+),# persons per room,=1 if the household has notebook or desktop computer,# of mobile phones,escolari squared,edjefe squared,hogar_nin squared,overcrowding squared,dependency squared,meaned squared,Target
ID_2de1e630b,160000,5,2,0,1,1,1,1,2,0,11,"13.333.334,00",0,4,0,0,4,"17.777.778.999.999.900,00",1,121,4
ID_aea70a440,160000,5,2,11,1,1,1,1,2,0,11,"13.333.334,00",0,4,121,0,4,"17.777.778.999.999.900,00",1,121,4
ID_3056ebf6f,160000,5,2,3,1,1,1,1,2,0,11,"13.333.334,00",0,4,9,0,4,"17.777.778.999.999.900,00",1,121,4
ID_759fc51f0,250000,4,1,11,1,1,1,1,1,6,8.5,"45.047,00",0,2,121,36,1,"45.689,00",0.25,72.25,3
ID_619109093,250000,4,1,6,1,1,1,1,1,6,8.5,"45.047,00",0,2,36,36,1,"45.689,00",0.25,72.25,3
ID_4a918e35b,250000,4,1,0,1,1,1,1,1,6,8.5,"45.047,00",0,2,0,36,1,"45.689,00",0.25,72.25,3
ID_35f81c3bb,2e+05,5,3,12,1,1,1,1,3,8,10,"23.333.333,00",0,3,144,64,9,"54.444.442,00",0.5625,100,4
ID_aa13011c7,2e+05,5,3,9,1,1,1,1,3,8,10,"23.333.333,00",0,3,81,64,9,"54.444.442,00",0.5625,100,4
ID_f75a5c276,2e+05,5,3,11,1,1,1,1,3,8,10,"23.333.333,00",0,3,121,64,9,"54.444.442,00",0.5625,100,4
ID_baf3edf48,2e+05,5,3,0,1,1,1,1,3,8,10,"23.333.333,00",0,3,0,64,9,"54.444.442,00",0.5625,100,4
ID_a1d0a66e0,2e+05,5,3,8,1,1,1,1,3,8,10,"23.333.333,00",0,3,64,64,9,"54.444.442,00",0.5625,100,4
ID_92b818c65,2e+05,5,3,4,1,1,1,1,3,8,10,"23.333.333,00",0,3,16,64,9,"54.444.442,00",0.5625,100,4
ID_162135121,2e+05,5,3,4,1,1,1,1,3,8,10,"23.333.333,00",0,3,16,64,9,"54.444.442,00",0.5625,100,4
ID_724319e27,0,6,0,10,1,1,1,0,0,10,9.5,1,0,2,100,100,0,1,0,90.25,4
ID_4163b7eb1,0,6,0,9,1,1,1,0,0,10,9.5,1,0,2,81,100,0,1,0,90.25,4
ID_0d4c6216c,0,8,1,11,1,1,1,1,1,0,12.67,0.80000000999999998,0,4,121,0,1,0.64000005000000004,0.11111111999999999,"16.044.446.000.000.000,00",4
ID_9a52fe8b7,0,8,1,11,1,1,1,1,1,0,12.67,0.80000000999999998,0,4,121,0,1,0.64000005000000004,0.11111111999999999,"16.044.446.000.000.000,00",4
ID_8e1bd3d77,0,8,1,2,1,1,1,1,1,0,12.67,0.80000000999999998,0,4,4,0,1,0.64000005000000004,0.11111111999999999,"16.044.446.000.000.000,00",4
ID_c7cb67b2a,0,8,1,16,1,1,1,1,1,0,12.67,0.80000000999999998,0,4,256,0,1,0.64000005000000004,0.11111111999999999,"16.044.446.000.000.000,00",4
ID_0554113d2,0,6,2,11,1,1,1,1,2,6,8.5,1,0,2,121,36,4,1,1,72.25,4
ID_aaab0ffe4,0,6,2,2,1,1,1,1,2,6,8.5,1,0,2,4,36,4,1,1,72.25,4
ID_ee796e226,0,6,2,1,1,1,1,1,2,6,8.5,1,0,2,1,36,4,1,1,72.25,4
ID_80b7d5d71,0,6,2,6,1,1,1,1,2,6,8.5,1,0,2,36,36,4,1,1,72.25,4
ID_e4d11b71e,1e+05,4,0,11,1,0,1,0,0,16,13.5,1,0,3,121,256,0,1,0,182.25,4
ID_b0ae92849,1e+05,4,0,16,1,0,1,0,0,16,13.5,1,0,3,256,256,0,1,0,182.25,4
ID_0c31ddd3a,145000,3,0,17,0,1,1,0,0,0,17,1,0,1,289,0,0,1,0,289,4
ID_af47ee124,0,11,0,14,1,1,1,1,0,0,11,0.75,1,2,196,0,0,0.5625,0.25,121,4
ID_1cab996cb,0,11,0,13,1,1,1,1,0,0,11,0.75,1,2,169,0,0,0.5625,0.25,121,4
ID_4e0033a22,0,11,0,6,1,1,1,1,0,0,11,0.75,1,2,36,0,0,0.5625,0.25,121,4
ID_1d02c6043,120000,4,0,0,1,1,1,1,1,0,4,"45.047,00",0,2,0,0,1,"45.689,00",0.25,16,4
ID_06ff779ec,120000,4,0,6,1,1,1,1,1,0,4,"45.047,00",0,2,36,0,1,"45.689,00",0.25,16,4
ID_7f8dad65d,120000,4,0,8,1,1,1,1,1,0,4,"45.047,00",0,2,64,0,1,"45.689,00",0.25,16,4
ID_16a5fef58,120000,5,0,11,0,1,1,1,1,0,11.33,"13.333.334,00",0,5,121,0,1,"17.777.778.999.999.900,00",0.11111111999999999,"12.844.444,00",4
ID_745780aa5,120000,5,0,7,0,1,1,1,1,0,11.33,"13.333.334,00",0,5,49,0,1,"17.777.778.999.999.900,00",0.11111111999999999,"12.844.444,00",4
ID_9a8539fd3,120000,5,0,9,0,1,1,1,1,0,11.33,"13.333.334,00",0,5,81,0,1,"17.777.778.999.999.900,00",0.11111111999999999,"12.844.444,00",4
ID_0bf09b1be,120000,5,0,7,0,1,1,1,1,0,11.33,"13.333.334,00",0,5,49,0,1,"17.777.778.999.999.900,00",0.11111111999999999,"12.844.444,00",4
ID_00958797d,0,8,0,6,1,1,1,1,0,6,7.67,"45.047,00",0,3,36,36,0,"45.689,00",0,"58.777.775,00",4
ID_922ca4a48,0,8,0,11,1,1,1,1,0,6,7.67,"45.047,00",0,3,121,36,0,"45.689,00",0,"58.777.775,00",4
ID_857b34614,0,8,0,6,1,1,1,1,0,6,7.67,"45.047,00",0,3,36,36,0,"45.689,00",0,"58.777.775,00",4
ID_e6e137af6,0,5,0,3,0,1,0,1,0,0,5.5,1,0,1,9,0,0,1,1,30.25,2
ID_dd810d8ab,0,5,0,8,0,1,0,1,0,0,5.5,1,0,1,64,0,0,1,1,30.25,2
ID_af7b0dbc2,96000,6,0,7,0,1,1,0,1,0,10,1,0,4,49,0,1,1,0.11111111999999999,100,4
ID_de084bfd3,96000,6,0,11,0,1,1,0,1,0,10,1,0,4,121,0,1,1,0.11111111999999999,100,4
ID_5837f746c,96000,6,0,11,0,1,1,0,1,0,10,1,0,4,121,0,1,1,0.11111111999999999,100,4
ID_82d57aa8e,96000,6,0,8,0,1,1,0,1,0,10,1,0,4,64,0,1,1,0.11111111999999999,100,4
ID_9c6ba726c,1e+05,6,0,6,1,1,1,1,2,6,12.5,"45.047,00",0,6,36,36,4,"45.689,00",0.25,156.25,4
ID_fcec2705a,1e+05,6,0,10,1,1,1,1,2,6,12.5,"45.047,00",0,6,100,36,4,"45.689,00",0.25,156.25,4
ID_08b1b4d9c,1e+05,6,0,6,1,1,1,1,2,6,12.5,"45.047,00",0,6,36,36,4,"45.689,00",0.25,156.25,4
ID_a1034536b,1e+05,6,0,15,1,1,1,1,2,6,12.5,"45.047,00",0,6,225,36,4,"45.689,00",0.25,156.25,4
ID_03b70dc03,1e+05,6,0,13,1,1,1,1,2,6,12.5,"45.047,00",0,6,169,36,4,"45.689,00",0.25,156.25,4
ID_10753a185,1e+05,6,0,6,1,1,1,1,2,6,12.5,"45.047,00",0,6,36,36,4,"45.689,00",0.25,156.25,4
ID_6b6f7e484,1e+05,4,0,15,0,0,1,1,0,9,11.5,"13.333.334,00",1,4,225,81,0,"17.777.778.999.999.900,00",0,132.25,4
ID_813ee986d,1e+05,4,0,9,0,0,1,1,0,9,11.5,"13.333.334,00",1,4,81,81,0,"17.777.778.999.999.900,00",0,132.25,4
ID_4fe778ee3,1e+05,4,0,16,0,0,1,1,0,9,11.5,"13.333.334,00",1,4,256,81,0,"17.777.778.999.999.900,00",0,132.25,4
ID_b00165b12,1e+05,4,0,6,0,0,1,1,0,9,11.5,"13.333.334,00",1,4,36,81,0,"17.777.778.999.999.900,00",0,132.25,4
ID_ec822267a,120000,4,1,2,1,0,1,0,1,6,6,"45.047,00",0,2,4,36,1,"45.689,00",0.25,36,4
ID_08749c074,120000,4,1,6,1,0,1,0,1,6,6,"45.047,00",0,2,36,36,1,"45.689,00",0.25,36,4
ID_00629ddb2,120000,4,1,6,1,0,1,0,1,6,6,"45.047,00",0,2,36,36,1,"45.689,00",0.25,36,4
ID_e515116a8,2e+05,4,1,18,1,1,1,1,1,18,17.5,"45.047,00",1,2,324,324,1,"45.689,00",0.25,306.25,4
ID_971c1a599,2e+05,4,1,17,1,1,1,1,1,18,17.5,"45.047,00",1,2,289,324,1,"45.689,00",0.25,306.25,4
ID_ab805a71c,2e+05,4,1,0,1,1,1,1,1,18,17.5,"45.047,00",1,2,0,324,1,"45.689,00",0.25,306.25,4
ID_4bcb47e20,0,6,0,11,1,1,1,1,0,0,11,0.33333333999999998,0,1,121,0,0,0.11111111999999999,64,121,4
ID_c5a5943ad,2e+05,5,1,10,1,1,1,1,3,0,21,2,0,1,100,0,9,4,9,441,3
ID_02b48b341,2e+05,5,1,6,1,1,1,1,3,0,21,2,0,1,36,0,9,4,9,441,3
ID_f67b30fae,2e+05,5,1,4,1,1,1,1,3,0,21,2,0,1,16,0,9,4,9,441,3
ID_2480c27af,2e+05,5,1,11,1,1,1,1,3,0,21,2,0,1,121,0,9,4,9,441,3
ID_a5770b193,0,7,1,9,1,1,1,1,1,0,9,0.66666669000000001,0,2,81,0,1,0.44444447999999998,1,81,4
ID_46416d018,0,7,1,3,1,1,1,1,1,0,9,0.66666669000000001,0,2,9,0,1,0.44444447999999998,1,81,4
ID_a030711fa,2e+05,5,1,11,1,1,1,1,2,15,13,2,0,3,121,225,4,4,1,169,4
ID_ac9e0f99c,2e+05,5,1,15,1,1,1,1,2,15,13,2,0,3,225,225,4,4,1,169,4
ID_cb7aebfda,2e+05,5,1,0,1,1,1,1,2,15,13,2,0,3,0,225,4,4,1,169,4
ID_1ea2e22d0,2e+05,5,1,6,1,1,1,1,2,15,13,2,0,3,36,225,4,4,1,169,4
ID_23497be5e,0,5,0,10,0,0,1,1,1,0,16,1,0,3,100,0,1,1,0.25,256,1
ID_5182687fd,0,5,0,14,0,0,1,1,1,0,16,1,0,3,196,0,1,1,0.25,256,1
ID_8ad6bf61a,0,5,0,8,0,0,1,1,1,0,16,1,0,3,64,0,1,1,0.25,256,1
ID_2208eed49,160000,3,3,0,1,1,1,1,3,0,7,2,0,1,0,0,9,4,9,49,1
ID_fcc00bf9d,160000,3,3,0,1,1,1,1,3,0,7,2,0,1,0,0,9,4,9,49,1
ID_759e6417d,160000,3,3,1,1,1,1,1,3,0,7,2,0,1,1,0,9,4,9,49,1
ID_a433898b4,160000,3,3,7,1,1,1,1,3,0,7,2,0,1,49,0,9,4,9,49,1
ID_3722e018e,0,7,0,11,0,1,1,1,0,0,11.33,0.75,1,3,121,0,0,0.5625,0,"12.844.444,00",4
ID_61ef39ec5,0,7,0,9,0,1,1,1,0,0,11.33,0.75,1,3,81,0,0,0.5625,0,"12.844.444,00",4
ID_d3b9cd3bb,0,7,0,14,0,1,1,1,0,0,11.33,0.75,1,3,196,0,0,0.5625,0,"12.844.444,00",4
ID_44e76e126,0,5,1,6,1,1,1,1,1,0,11.25,"16.666.666,00",0,4,36,0,1,"27.777.777,00",0.44444447999999998,"1.265.625,00",4
ID_2d60baa65,0,5,1,11,1,1,1,1,1,0,11.25,"16.666.666,00",0,4,121,0,1,"27.777.777,00",0.44444447999999998,"1.265.625,00",4
ID_fe951053b,0,5,1,0,1,1,1,1,1,0,11.25,"16.666.666,00",0,4,0,0,1,"27.777.777,00",0.44444447999999998,"1.265.625,00",4
ID_84908f7f6,0,5,1,17,1,1,1,1,1,0,11.25,"16.666.666,00",0,4,289,0,1,"27.777.777,00",0.44444447999999998,"1.265.625,00",4
ID_5a1417357,0,5,1,11,1,1,1,1,1,0,11.25,"16.666.666,00",0,4,121,0,1,"27.777.777,00",0.44444447999999998,"1.265.625,00",4
ID_d8053dc9e,0,2,2,1,0,0,0,0,2,0,5,3,0,1,1,0,4,9,4,25,1
ID_64f65a092,0,2,2,0,0,0,0,0,2,0,5,3,0,1,0,0,4,9,4,25,1
ID_86e12edac,0,2,2,5,0,0,0,0,2,0,5,3,0,1,25,0,4,9,4,25,1
ID_350f45b99,0,2,0,5,0,0,0,0,0,0,5,2,0,1,25,0,0,4,0,25,2
ID_1a4cfefb9,0,2,0,5,0,0,0,0,0,0,5,2,0,1,25,0,0,4,0,25,2
ID_aa062266d,0,3,0,6,0,0,0,0,0,0,6,1,0,1,36,0,0,1,64,36,3
ID_9579eceec,0,6,0,6,0,0,0,0,3,0,7.25,"27.395,00",0,2,36,0,9,"30.625,00",0.5625,"525.625,00",3
ID_ef720c9a0,0,6,0,6,0,0,0,0,3,0,7.25,"27.395,00",0,2,36,0,9,"30.625,00",0.5625,"525.625,00",3
ID_67d35e8bb,0,6,0,0,0,0,0,0,3,0,7.25,"27.395,00",0,2,0,0,9,"30.625,00",0.5625,"525.625,00",3
ID_8438c0c71,0,6,0,6,0,0,0,0,3,0,7.25,"27.395,00",0,2,36,0,9,"30.625,00",0.5625,"525.625,00",3
ID_abe5cf2fb,0,6,0,9,0,0,0,0,3,0,7.25,"27.395,00",0,2,81,0,9,"30.625,00",0.5625,"525.625,00",3
ID_823205edb,0,6,0,6,0,0,0,0,3,0,7.25,"27.395,00",0,2,36,0,9,"30.625,00",0.5625,"525.625,00",3
ID_711dbd7b8,0,6,0,2,0,0,0,0,3,0,7.25,"27.395,00",0,2,4,0,9,"30.625,00",0.5625,"525.625,00",3
ID_32c894526,60000,5,0,11,1,1,1,1,1,11,15.5,1,0,3,121,121,1,1,0.25,240.25,4
ID_622998f4b,60000,5,0,11,1,1,1,1,1,11,15.5,1,0,3,121,121,1,1,0.25,240.25,4
ID_7bac09a3e,60000,5,0,9,1,1,1,1,1,11,15.5,1,0,3,81,121,1,1,0.25,240.25,4
ID_0eba513e6,0,7,1,4,1,1,1,1,2,0,10.5,1,0,5,16,0,4,1,1,110.25,4
ID_53f1ac78f,0,7,1,10,1,1,1,1,2,0,10.5,1,0,5,100,0,4,1,1,110.25,4
ID_0dc89d6cc,0,7,1,6,1,1,1,1,2,0,10.5,1,0,5,36,0,4,1,1,110.25,4
ID_26544e0eb,0,7,1,15,1,1,1,1,2,0,10.5,1,0,5,225,0,4,1,1,110.25,4
ID_23bad087b,542013,6,0,15,1,1,1,1,0,0,15,0.33333333999999998,0,1,225,0,0,0.11111111999999999,0,225,4
ID_922560dcf,65000,1,0,2,1,1,1,1,0,2,2,1,0,0,4,4,0,1,64,4,4
ID_93683a07d,0,4,0,8,1,0,0,1,0,8,8,0.5,0,1,64,64,0,0.25,0,64,4
ID_8acd801fa,0,4,0,11,1,1,1,1,0,0,8,1,0,2,121,0,0,1,0,64,4
ID_b11d22918,0,4,0,5,1,1,1,1,0,0,8,1,0,2,25,0,0,1,0,64,4
ID_b8ddff4ea,0,5,0,15,1,1,1,1,0,0,15,0.5,0,1,225,0,0,0.25,64,225,4
ID_81e0a02fb,0,4,3,3,0,0,0,1,4,9,7.5,"45.047,00",0,3,9,81,16,"45.689,00",4,56.25,2
ID_dc1cfe7b0,0,4,3,0,0,0,0,1,4,9,7.5,"45.047,00",0,3,0,81,16,"45.689,00",4,56.25,2
ID_1728c2778,0,4,3,8,0,0,0,1,4,9,7.5,"45.047,00",0,3,64,81,16,"45.689,00",4,56.25,2
ID_1de05a12d,0,4,3,6,0,0,0,1,4,9,7.5,"45.047,00",0,3,36,81,16,"45.689,00",4,56.25,2
ID_abbbe001a,0,4,3,9,0,0,0,1,4,9,7.5,"45.047,00",0,3,81,81,16,"45.689,00",4,56.25,2
ID_13bfe5e8d,0,4,3,0,0,0,0,1,4,9,7.5,"45.047,00",0,3,0,81,16,"45.689,00",4,56.25,2
ID_ae0bb3c58,285270,3,1,16,0,1,1,1,1,16,15.5,"45.047,00",1,2,256,256,1,"45.689,00",0.25,240.25,4
ID_c45eab3dd,285270,3,1,15,0,1,1,1,1,16,15.5,"45.047,00",1,2,225,256,1,"45.689,00",0.25,240.25,4
ID_d8bbfd085,285270,3,1,0,0,1,1,1,1,16,15.5,"45.047,00",1,2,0,256,1,"45.689,00",0.25,240.25,4
ID_707ebf26b,170000,4,1,6,1,1,1,0,1,0,8,2,0,4,36,0,1,4,0.11111111999999999,64,4
ID_2447c2591,170000,4,1,1,1,1,1,0,1,0,8,2,0,4,1,0,1,4,0.11111111999999999,64,4
ID_ac0df97ae,170000,4,1,9,1,1,1,0,1,0,8,2,0,4,81,0,1,4,0.11111111999999999,64,4
ID_2362b3248,170000,4,1,9,1,1,1,0,1,0,8,2,0,4,81,0,1,4,0.11111111999999999,64,4
ID_cf87006ad,160000,3,1,0,1,1,1,1,1,8,9.5,"45.047,00",0,2,0,64,1,"45.689,00",0.25,90.25,3
ID_48c99cd4f,160000,3,1,8,1,1,1,1,1,8,9.5,"45.047,00",0,2,64,64,1,"45.689,00",0.25,90.25,3
ID_6fd84af55,160000,3,1,11,1,1,1,1,1,8,9.5,"45.047,00",0,2,121,64,1,"45.689,00",0.25,90.25,3
ID_f212b1c29,0,5,2,6,0,0,0,0,2,0,6,"45.048,00",0,0,36,0,4,"45.809,00",0.44444447999999998,36,2
ID_7f6db0d24,0,5,2,6,0,0,0,0,2,0,6,"45.048,00",0,0,36,0,4,"45.809,00",0.44444447999999998,36,2
ID_d8f3d6905,0,5,2,0,0,0,0,0,2,0,6,"45.048,00",0,0,0,0,4,"45.809,00",0.44444447999999998,36,2
ID_338316f20,0,5,2,6,0,0,0,0,2,0,6,"45.048,00",0,0,36,0,4,"45.809,00",0.44444447999999998,36,2
ID_86815b707,0,5,2,0,0,0,0,0,2,0,6,"45.048,00",0,0,0,0,4,"45.809,00",0.44444447999999998,36,2
ID_e68df666f,0,4,0,8,1,1,1,1,0,6,6.33,"45.047,00",0,3,64,36,0,"45.689,00",0,"40.111.115.000.000.000,00",4
ID_9567da084,0,4,0,5,1,1,1,1,0,6,6.33,"45.047,00",0,3,25,36,0,"45.689,00",0,"40.111.115.000.000.000,00",4
ID_79190c88c,0,4,0,6,1,1,1,1,0,6,6.33,"45.047,00",0,3,36,36,0,"45.689,00",0,"40.111.115.000.000.000,00",4
ID_12ee9eec6,85000,2,0,5,0,1,1,1,0,5,5,1,0,0,25,25,0,1,64,25,3
ID_965eb5495,104000,4,0,2,0,0,1,1,2,5,8,2,0,3,4,25,4,4,1,64,3
ID_12ec69771,104000,4,0,5,0,0,1,1,2,5,8,2,0,3,25,25,4,4,1,64,3
ID_5fc23c313,104000,4,0,4,0,0,1,1,2,5,8,2,0,3,16,25,4,4,1,64,3
ID_5a549b79d,104000,4,0,9,0,0,1,1,2,5,8,2,0,3,81,25,4,4,1,64,3
ID_5f22516a8,0,6,0,11,1,1,1,1,0,0,13.5,0.66666669000000001,0,2,121,0,0,0.44444447999999998,1,182.25,4
ID_c9159b288,0,6,0,16,1,1,1,1,0,0,13.5,0.66666669000000001,0,2,256,0,0,0.44444447999999998,1,182.25,4
ID_4dc6a4d2b,0,5,2,6,0,1,1,1,2,6,7.5,2,0,2,36,36,4,4,1,56.25,4
ID_fc4bd0784,0,5,2,0,0,1,1,1,2,6,7.5,2,0,2,0,36,4,4,1,56.25,4
ID_d0b619751,0,5,2,9,0,1,1,1,2,6,7.5,2,0,2,81,36,4,4,1,56.25,4
ID_e12dfa3cd,0,5,2,1,0,1,1,1,2,6,7.5,2,0,2,1,36,4,4,1,56.25,4
ID_bafeeda68,275000,3,1,2,1,1,1,1,1,0,7,1,0,1,4,0,1,1,1,49,4
ID_a85afaff8,275000,3,1,7,1,1,1,1,1,0,7,1,0,1,49,0,1,1,1,49,4
ID_168910521,0,5,0,0,1,1,1,1,0,0,3.67,1,0,2,0,0,0,1,0.25,"13.444.445.000.000.000,00",3
ID_1f017e24f,0,5,0,9,1,1,1,1,0,0,3.67,1,0,2,81,0,0,1,0.25,"13.444.445.000.000.000,00",3
ID_938e79e9b,0,5,0,2,1,1,1,1,0,0,3.67,1,0,2,4,0,0,1,0.25,"13.444.445.000.000.000,00",3
ID_ad362fa9e,1e+05,3,0,6,1,1,1,1,0,6,6,2,0,2,36,36,0,4,1,36,4
ID_de3609428,1e+05,3,0,6,1,1,1,1,0,6,6,2,0,2,36,36,0,4,1,36,4
ID_2803c3298,140000,6,0,10,1,1,1,1,1,0,12.5,1,0,3,100,0,1,1,0.25,156.25,4
ID_27baa550a,140000,6,0,15,1,1,1,1,1,0,12.5,1,0,3,225,0,1,1,0.25,156.25,4
ID_94458c557,140000,6,0,9,1,1,1,1,1,0,12.5,1,0,3,81,0,1,1,0.25,156.25,4
ID_77076f671,280000,4,1,0,1,1,1,1,1,0,13,1,0,2,0,0,1,1,0.25,169,4
ID_6c30ae492,280000,4,1,15,1,1,1,1,1,0,13,1,0,2,225,0,1,1,0.25,169,4
ID_a6104e30f,280000,4,1,11,1,1,1,1,1,0,13,1,0,2,121,0,1,1,0.25,169,4
ID_5bd307a6b,0,6,1,14,1,1,1,1,1,0,14,0.75,1,2,196,0,1,0.5625,0.25,196,4
ID_e7c3f6933,0,6,1,14,1,1,1,1,1,0,14,0.75,1,2,196,0,1,0.5625,0.25,196,4
ID_0f40ef336,0,6,1,0,1,1,1,1,1,0,14,0.75,1,2,0,0,1,0.5625,0.25,196,4
ID_3c89841af,0,4,0,8,1,0,1,0,0,0,9.5,1,0,2,64,0,0,1,0,90.25,4
ID_54d785a42,0,4,0,11,1,0,1,0,0,0,9.5,1,0,2,121,0,0,1,0,90.25,4
ID_a28848446,0,5,0,15,1,1,1,1,0,0,13,0.66666669000000001,1,2,225,0,0,0.44444447999999998,0,169,4
ID_592965f81,0,5,0,11,1,1,1,1,0,0,13,0.66666669000000001,1,2,121,0,0,0.44444447999999998,0,169,4
ID_7d5a57e92,0,5,0,15,1,1,1,1,0,11,12.33,1,1,3,225,121,0,1,0,"1.521.111,00",4
ID_fce8e1468,0,5,0,11,1,1,1,1,0,11,12.33,1,1,3,121,121,0,1,0,"1.521.111,00",4
ID_963c8645c,0,5,0,11,1,1,1,1,0,11,12.33,1,1,3,121,121,0,1,0,"1.521.111,00",4
ID_6c686940d,150000,3,0,5,0,1,1,1,0,5,5,0.5,0,1,25,25,0,0.25,0,25,4
ID_af000d2f5,0,4,2,0,1,1,1,1,2,7,8,2,0,2,0,49,4,4,1,64,1
ID_41d581f4d,0,4,2,9,1,1,1,1,2,7,8,2,0,2,81,49,4,4,1,64,1
ID_c6a4d39eb,0,4,2,0,1,1,1,1,2,7,8,2,0,2,0,49,4,4,1,64,1
ID_bfdbb8d10,0,4,2,7,1,1,1,1,2,7,8,2,0,2,49,49,4,4,1,64,1
ID_2170737f1,160000,4,0,6,0,1,1,0,3,0,12,"45.048,00",0,4,36,0,9,"45.809,00","45.689,00",144,2
ID_9e962995f,160000,4,0,7,0,1,1,0,3,0,12,"45.048,00",0,4,49,0,9,"45.809,00","45.689,00",144,2
ID_affe31828,160000,4,0,9,0,1,1,0,3,0,12,"45.048,00",0,4,81,0,9,"45.809,00","45.689,00",144,2
ID_b10067223,160000,4,0,11,0,1,1,0,3,0,12,"45.048,00",0,4,121,0,9,"45.809,00","45.689,00",144,2
ID_cbfd1f1c9,160000,4,0,6,0,1,1,0,3,0,12,"45.048,00",0,4,36,0,9,"45.809,00","45.689,00",144,2
ID_69e47338a,0,7,0,10,1,1,1,1,1,4,7,"45.658,00",0,5,100,16,1,"15.625,00",0.44444447999999998,49,4
ID_937430522,0,7,0,4,1,1,1,1,1,4,7,"45.658,00",0,5,16,16,1,"15.625,00",0.44444447999999998,49,4
ID_7bc751e0d,0,7,0,9,1,1,1,1,1,4,7,"45.658,00",0,5,81,16,1,"15.625,00",0.44444447999999998,49,4
ID_3a0d8e876,0,7,0,7,1,1,1,1,1,4,7,"45.658,00",0,5,49,16,1,"15.625,00",0.44444447999999998,49,4
ID_14bd1845d,0,7,0,7,1,1,1,1,1,4,7,"45.658,00",0,5,49,16,1,"15.625,00",0.44444447999999998,49,4
ID_bbacc2539,0,4,0,15,0,1,1,1,1,9,12,"45.047,00",1,3,225,81,1,"45.689,00",0.25,144,4
ID_13c9d5a0a,0,4,0,9,0,1,1,1,1,9,12,"45.047,00",1,3,81,81,1,"45.689,00",0.25,144,4
ID_05866b474,0,4,0,9,0,1,1,1,1,9,12,"45.047,00",1,3,81,81,1,"45.689,00",0.25,144,4
ID_5bc4c1897,0,5,0,13,1,1,1,0,0,0,9.5,0.66666669000000001,0,2,169,0,0,0.44444447999999998,0,90.25,4
ID_b3da68e8d,0,5,0,6,1,1,1,0,0,0,9.5,0.66666669000000001,0,2,36,0,0,0.44444447999999998,0,90.25,4
ID_d8119847a,105661,5,0,10,1,1,1,0,2,0,8.75,2,0,3,100,0,4,4,0.25,"765.625,00",3
ID_4648bf1dc,105661,5,0,8,1,1,1,0,2,0,8.75,2,0,3,64,0,4,4,0.25,"765.625,00",3
ID_11bb0365e,105661,5,0,6,1,1,1,0,2,0,8.75,2,0,3,36,0,4,4,0.25,"765.625,00",3
ID_995a23955,105661,5,0,5,1,1,1,0,2,0,8.75,2,0,3,25,0,4,4,0.25,"765.625,00",3
ID_0ba3c0905,105661,5,0,7,1,1,1,0,2,0,8.75,2,0,3,49,0,4,4,0.25,"765.625,00",3
ID_65d63e93c,105661,5,0,12,1,1,1,0,2,0,8.75,2,0,3,144,0,4,4,0.25,"765.625,00",3
ID_aab68e446,0,6,1,14,1,1,1,1,2,0,11.5,"13.333.334,00",1,3,196,0,4,"17.777.778.999.999.900,00",1,132.25,2
ID_41381f8d1,0,6,1,6,1,1,1,1,2,0,11.5,"13.333.334,00",1,3,36,0,4,"17.777.778.999.999.900,00",1,132.25,2
ID_22054a2d3,0,6,1,0,1,1,1,1,2,0,11.5,"13.333.334,00",1,3,0,0,4,"17.777.778.999.999.900,00",1,132.25,2
ID_e538a3375,0,6,1,9,1,1,1,1,2,0,11.5,"13.333.334,00",1,3,81,0,4,"17.777.778.999.999.900,00",1,132.25,2
ID_184dd6a11,0,8,0,10,1,1,1,1,1,11,11,0.60000001999999997,1,2,100,121,1,0.36000000999999998,4,121,4
ID_4b9b8bf19,0,8,0,11,1,1,1,1,1,11,11,0.60000001999999997,1,2,121,121,1,0.36000000999999998,4,121,4
ID_b88d65eae,0,8,0,11,1,1,1,1,1,11,11,0.60000001999999997,1,2,121,121,1,0.36000000999999998,4,121,4
ID_9811b2307,1e+05,6,0,6,1,1,1,1,0,0,9.67,1,0,3,36,0,0,1,0,"9.344.445,00",4
ID_2e5aa95c3,1e+05,6,0,6,1,1,1,1,0,0,9.67,1,0,3,36,0,0,1,0,"9.344.445,00",4
ID_6d0d808f3,1e+05,6,0,17,1,1,1,1,0,0,9.67,1,0,3,289,0,0,1,0,"9.344.445,00",4
ID_ee68fdbe0,250000,7,0,16,1,1,1,1,0,0,16,1,0,3,256,0,0,1,0,256,4
ID_3b15ba006,0,3,0,17,1,1,1,1,0,11,14.67,1,0,3,289,121,0,1,0,"21.511.111,00",4
ID_01e56cf35,0,3,0,11,1,1,1,1,0,11,14.67,1,0,3,121,121,0,1,0,"21.511.111,00",4
ID_6ab6b307c,0,3,0,16,1,1,1,1,0,11,14.67,1,0,3,256,121,0,1,0,"21.511.111,00",4
ID_308f95184,0,5,0,6,1,1,1,1,1,0,15,1,0,3,36,0,1,1,0.25,225,4
ID_264c25f04,0,5,0,14,1,1,1,1,1,0,15,1,0,3,196,0,1,1,0.25,225,4
ID_0fd17febb,0,5,0,16,1,1,1,1,1,0,15,1,0,3,256,0,1,1,0.25,225,4
